0,10,2960,,,,,,,,,,,,,[  1.77508396e+08   2.26624600e+06   1.61953000e+05   0.00000000e+00
   2.92035600e+06   1.25479030e+07   2.11792000e+05   0.00000000e+00
   1.15560000e+05   1.24682000e+05   7.51133000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,20,5920,,,,,,,,,,,,,[  1.77508257e+08   2.22727500e+06   2.01063000e+05   0.00000000e+00
   2.92935900e+06   1.24739710e+07   2.76721000e+05   0.00000000e+00
   1.06172000e+05   9.43310000e+04   7.90872000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,30,8880,,,,,,,,,,,,,[  1.77402467e+08   2.35665600e+06   1.77472000e+05   0.00000000e+00
   2.82812300e+06   1.26616940e+07   1.90234000e+05   0.00000000e+00
   1.00669000e+05   1.34533000e+05   7.56173000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,40,11840,,,,,,,,,,,,,[  1.77205942e+08   2.57440200e+06   1.56251000e+05   0.00000000e+00
   2.67787500e+06   1.28532390e+07   1.48937000e+05   0.00000000e+00
   1.06425000e+05   1.64457000e+05   7.20493000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,50,14800,,,,,,,,,,,,,[  1.77022291e+08   2.71108800e+06   2.03216000e+05   0.00000000e+00
   2.60048700e+06   1.28870520e+07   1.92512000e+05   0.00000000e+00
   9.03730000e+04   1.36593000e+05   7.64409000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,60,17760,,,,,,,,,,,,,[  1.77572683e+08   2.21054000e+06   1.53372000e+05   0.00000000e+00
   2.91065300e+06   1.25899880e+07   1.79410000e+05   0.00000000e+00
   1.14755000e+05   1.39861000e+05   7.36759000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,70,20720,,,,,,,,,,,,,[  1.77285662e+08   2.45966000e+06   1.91273000e+05   0.00000000e+00
   2.72558700e+06   1.27343060e+07   2.20158000e+05   0.00000000e+00
   1.00385000e+05   1.17415000e+05   7.73575000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,80,23680,,,,,,,,,,,,,[  1.77279338e+08   2.50498200e+06   1.52275000e+05   0.00000000e+00
   2.70000200e+06   1.28034970e+07   1.76552000e+05   0.00000000e+00
   1.14315000e+05   1.41343000e+05   7.35717000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,90,26640,,,,,,,,,,,,,[  1.77362722e+08   2.44543700e+06   1.28436000e+05   0.00000000e+00
   2.75246800e+06   1.28064940e+07   1.21089000e+05   0.00000000e+00
   1.16576000e+05   1.89863000e+05   6.84936000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
0,100,29600,,,,,,,,,,,,,[  1.77802281e+08   2.00960400e+06   1.24710000e+05   0.00000000e+00
   3.04536000e+06   1.24480280e+07   1.86663000e+05   0.00000000e+00
   1.37945000e+05   1.28491000e+05   7.24939000e+05   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00],,,,,,,
